"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
22178,"Undercover Girl Blues","UNDERCOVER GIRL BLUES",6,,,,
22179,"Down 'n' Adam","DOWN N ADAM",6,,,,
22180,"Lester Swings","LESTER SWINGS",6,,,,
22181,"Slow Motion Blues","SLOW MOTION BLUES",6,,,,
22182,"Ad Lib Blues","AD LIB BLUES",6,,,,
22183,"New D. B. Blues","NEW D B BLUES",6,,,,
22184,"Gigantic Blues","GIGANTIC BLUES",6,,,,
22185,"Pres Returns","PRES RETURNS",6,,,,
22186,"St. Tropez","ST TROPEZ",6,,,,
22187,"Flic","FLIC",6,,,,
22188,"Waldorf Blues","WALDORF BLUES",6,,,,
22189,"Romping","ROMPING",6,,,,
22190,"Salute To Benny","SALUTE TO BENNY",6,,,,
22191,"Fluffy's Blues","FLUFFYS BLUES",6,,,,
22192,"Beat Box","BEAT BOX",6,,,,
22193,"Mbizo","MBIZO",6,,,,
22194,"Southern Bells","SOUTHERN BELLS",6,,,,
22195,"Evidence Of Things Unseen","EVIDENCE OF THINGS UNSEEN",6,,,,
22196,"Victory Dance (For Sharon)","VICTORY DANCE FOR SHARON",6,,,,
22197,"In The Beginning (For Nick)","IN THE BEGINNING FOR NICK",6,,,,
22198,"Perseverance","PERSEVERANCE",6,,,,
22199,"Rejoice","REJOICE",6,,,,
22200,"Libeccio","LIBECCIO",6,,,,
22201,"Philson","PHILSON",6,,,,
22202,"Trio","TRIO",6,,,,
22203,"Willie Nillie","WILLIE NILLIE",6,,,,
22204,"Maiden Voyage","MAIDEN VOYAGE",6,,,,
22205,"Hymn To Her","HYMN TO HER",6,"added composer V. Dale",,,
22206,"I Have But Two Horns","I HAVE BUT TWO HORNS",6,,,,
22207,"20 Rue De Madrid","20 RUE DE MADRID",6,,,,
22208,"Finger-Snappin'","FINGER-SNAPPIN",6,,,,
22209,"Inter-Space","INTER-SPACE",6,,,,
22210,"Super-G","SUPER-G",6,,,,
22211,"C'est La Blues","CEST LA BLUES",6,,,,
22212,"Wildman","WILDMAN",6,,,,
22213,"Dancing Nitely","DANCING NITELY",6,,,,
22214,"Never You Mind","NEVER YOU MIND",6,,,,
22215,"Yeah","YEAH",6,,,,
22216,"Egad, Martha","EGAD MARTHA",6,,,,
22217,"Slow Stroll","SLOW STROLL",6,,,,
22218,"Breakfast Dance","BREAKFAST DANCE",6,,,,
22219,"The Roamin' Showman","ROAMIN SHOWMAN",6,,,,
22220,"Open Sesame","OPEN SESAME",6,"
",,,
22221,"Idyll","IDYLL",6,,,,
22222,"Well, Hardly Ever","WELL HARDLY EVER",6,,,,
22223,"Mrs. Pitlack Regrets","MRS PITLACK REGRETS",6,"LP sleeve definitely says Mrs. not Miss",,,
22224,"Kogun","KOGUN",6,,,,
22225,"Memory","MEMORY",6,,,,
22226,"Henpecked Old Man","HENPECKED OLD MAN",6,,,,
22227,"American Ballad","AMERICAN BALLAD",6,,,,
22229,"Long Yellow Road","LONG YELLOW ROAD",6,,,,
22230,"The First Night","FIRST NIGHT",6,,,,
22231,"Opus Number Zero","OPUS NUMBER ZERO",6,,,,
22232,"Quadrille, Anyone?","QUADRILLE ANYONE",6,,,,
22233,"Children In The Temple Ground","CHILDREN IN THE TEMPLE GROUND",6,,,,
22234,"Since Perry","SINCE PERRY",6,,,,
22235,"Yet Another Tear","YET ANOTHER TEAR",6,,,,
22236,"Road Time Shuffle","ROAD TIME SHUFFLE",6,,,,
22237,"Tales Of A Courtesan (Oirantan)","TALES OF A COURTESAN OIRANTAN",6,,,,
22238,"Strive For Jive","STRIVE FOR JIVE",6,,,,
22239,"I Ain't Gonna Ask No More","I AINT GONNA ASK NO MORE",6,,,,
22240,"Interlude","INTERLUDE",6,,,,
22242,"Tuning Up","TUNING UP",6,,,,
22243,"Warning: Success May Be Hazardous To Your Health","WARNING: SUCCESS MAY BE HAZARDOUS TO YOUR HEALTH",6,,,,
22244,"Soliloquy","SOLILOQUY",6,,,,
22245,"Studio J","STUDIO J",6,,,,
22246,"Transience","TRANSIENCE",6,,,,
22247,"Sumi-e","SUMI-E",6,,,,
22248,"Minamata","MINAMATA",6,,,,
22249,"Hangin' Loose","HANGIN LOOSE",6,,,,
22250,"A-10-205932","A-10-205932",6,,,,
22251,"The Apartment","APARTMENT",6,,,,
22252,"Candlelight Lady","CANDLELIGHT LADY",6,,,,
22253,"Antabus","ANTABUS",6,,,,
22254,"Piece For Tenor And Two Basses","PIECE FOR TENOR AND TWO BASSES",6,,,,
22255,"Adesso Lo Sai","ADESSO LO SAI",6,,,,
22256,"Come Earth","COME EARTH",6,,,,
22257,"Need To Be","NEED TO BE",6,,,,
22258,"(The) Virgin Strike (March)","VIRGIN STRIKE MARCH",6,,,,
22259,"Unknown Tongue","UNKNOWN TONGUE",6,,,,
22260,"One Beautiful Day","ONE BEAUTIFUL DAY",6,,,,
22261,"Daystar Nightlight","DAYSTAR NIGHTLIGHT",6,,,,
22262,"Feast In Milano","FEAST IN MILANO",6,,,,
22263,"Remembering Bud","REMEMBERING BUD",6,,,,
22264,"Relaxing At Zell Am See","RELAXING AT ZELL AM SEE",6,,,,
22265,"Two Faces Of A Nation","TWO FACES OF A NATION",6,,,,
22266,"March Of The Tadpoles [aka P. B. And Lee]","MARCH OF THE TADPOLES AKA P B AND LEE",6,,,,
22267,"Mobile","MOBILE",6,,,,
22268,"Notorious Tourist From East","NOTORIOUS TOURIST FROM EAST",6,,,,
22269,"Deracinated Flower","DERACINATED FLOWER",6,,,,
22270,"P. B. And Lee [see March Of The Tadpoles]","P B AND LEE SEE MARCH OF THE TADPOLES",6,,,,
22271,"Ten Gallon Shuffle","TEN GALLON SHUFFLE",6,,,,
22272,"Happy Hoofer [aka Tutti Flutti]","HAPPY HOOFER AKA TUTTI FLUTTI",6,,,,
22273,"Tutti Flutti [see Happy Hoofer]","TUTTI FLUTTI SEE HAPPY HOOFER",6,,,,
22274,"Blue Dream","BLUE DREAM",6,,,,
22275,"Fading Beauty","FADING BEAUTY",6,,,,
22276,"Jamming At Carnegie Hall","JAMMING AT CARNEGIE HALL",6,,,,
22277,"Tanuki's Night Out","TANUKIS NIGHT OUT",6,,,,
22278,"A Bit Byas'd","BIT BYASD",6,,,,
22279,"Let The Tape Roll [aka Lew's Theme]","LET THE TAPE ROLL AKA LEWS THEME",6,,,,
22280,"Lament For Sonny","LAMENT FOR SONNY",6,,,,
22281,"When You Meet Her","WHEN YOU MEET HER",6,,,,
22282,"Little T","LITTLE T",6,,,,
22283,"Elegy","ELEGY",6,,,,
22285,"Children Of The Universe","CHILDREN OF THE UNIVERSE",6,,,,
22286,"I Know Who Loves You","I KNOW WHO LOVES YOU",6,,,,
22287,"After Mr. Teng","AFTER MR TENG",6,,,,
22288,"Kourakan","KOURAKAN",6,,,,
22289,"Prayer","PRAYER",6,,,,
22290,"Chasing After Love","CHASING AFTER LOVE",6,,,,
22291,"How Do You Get To Carnegie Hall?","HOW DO YOU GET TO CARNEGIE HALL",6,,,,
22292,"Pagliacci","PAGLIACCI",6,,,,
22293,"Count Your Blessings","COUNT YOUR BLESSINGS",6,,,,
22294,"Morning","MORNING",6,,,,
22295,"A Ghost Of A Chance [see I Don't Stand A Ghost Of A Chance With You]","GHOST OF A CHANCE SEE I DONT STAND A GHOST OF A CHANCE WITH YOU",6,,,,
22296,"Holy Mama","HOLY MAMA",6,,,,
22297,"The Good Old Days","GOOD OLD DAYS",6,,,,
22298,"Blues For The Schnug","BLUES FOR THE SCHNUG",1,,,,
22299,"That Mellow Feeling","THAT MELLOW FEELING",6,,,,
22300,"Agnez","AGNEZ",6,,,,
22301,"God Spirit","GOD SPIRIT",6,,,,
22302,"First Song In The Day","FIRST SONG IN THE DAY",6,,,,
22303,"Pepi's Samba","PEPIS SAMBA",6,,,,
22304,"Compassion","COMPASSION",6,,,,
22305,"Surge","SURGE",6,,,,
22306,"Placitude","PLACITUDE",6,,,,
22307,"Big Bad Henry","BIG BAD HENRY",6,,,,
22308,"87th Street","87TH STREET",6,,,,
22309,"Tee Piece","TEE PIECE",6,,,,
22310,"What, Does It Matter?","WHAT DOES IT MATTER",6,,,,
22311,"Soul Cookin'","SOUL COOKIN",6,,,,
22312,"Blues And Dues","BLUES AND DUES",1,,,,
22313,"You Won't Let Me Go","YOU WONT LET ME GO",6,,,,
22314,"Theme From \Mutiny On The Bounty\""""","THEME FROM MUTINY ON THE BOUNTY",6,,,,
22315,"John Coltrane","JOHN COLTRANE",6,,,,
22316,"One For Amos","ONE FOR AMOS",6,,,,
22317,"Enchilada Baby","ENCHILADA BABY",6,,,,
22318,"Bossallegro","BOSSALLEGRO",6,,,,
22319,"Rue Serpente","RUE SERPENTE",6,,,,
22320,"Lovers Of Their Time","LOVERS OF THEIR TIME",6,,,,
22321,"Groundwork","GROUNDWORK",6,,,,
22322,"The Newest Blues","NEWEST BLUES",6,,,,
22324,"Criss Cross","CRISS CROSS",6,,,,
22325,"Down And Dirty","DOWN AND DIRTY",6,,,,
22326,"For Art's Sake","FOR ARTS SAKE",6,,,,
22327,"Sing Song","SING SONG",6,,,,
22328,"The Last Day Of Fall","LAST DAY OF FALL",6,,,,
22329,"The Settlers And The Indians","SETTLERS AND THE INDIANS",6,,,,
22330,"Blues Half-Smiling","BLUES HALF-SMILING",1,,,,
22331,"A Touch Of Spring","TOUCH OF SPRING",6,,,,
22332,"Clickity McLackity","CLICKITY MCLACKITY",6,,,,
22333,"Blue Monterey","BLUE MONTEREY",6,,,,
22334,"Five","FIVE",6,,,,
22335,"Bird Lives","BIRD LIVES",6,,,,
22336,"Muti-Woman","MUTI-WOMAN",6,,,,
22337,"Dance Little Mandissa","DANCE LITTLE MANDISSA",6,,,,
22338,"J. Mac's Dynasty","J MACS DYNASTY",6,,,,
22339,"Zimbabwe","ZIMBABWE",6,,,,
22340,"King Tut's Strut","KING TUTS STRUT",6,,,,
22341,"Knot The Blues","KNOT THE BLUES",6,,,,
22342,"A Calling","CALLING",6,,,,
22343,"Destiny's Romance","DESTINYS ROMANCE",6,,,,
22344,"Morning Prayer","MORNING PRAYER",6,,,,
22345,"Rites Of Passage","RITES OF PASSAGE",6,,,,
22346,"Firesign","FIRESIGN",6,,,,
22347,"Yesterday's Blues Tomorrow","YESTERDAYS BLUES TOMORROW",6,,,,
22348,"Naima's Tone Poem","NAIMAS TONE POEM",6,,,,
22349,"Cyclical","CYCLICAL",6,,,,
22350,"Rendezvous In Congo Square","RENDEZVOUS IN CONGO SQUARE",6,,,,
22351,"Stardust On Your Sleeve [aka Friendship]","STARDUST ON YOUR SLEEVE AKA FRIENDSHIP",6,,,,
22352,"Friendship","FRIENDSHIP",6,,,,
22353,"Blues For L. W.","BLUES FOR L W",1,,,,
22354,"Manitas D'Oro","MANITAS DORO",6,,,,
22355,"Waltz For Katia","WALTZ FOR KATIA",6,,,,
22356,"One Melody","ONE MELODY",6,,,,
22357,"La Baleine","LA BALEINE",6,,,,
22358,"Zamfir","ZAMFIR",6,,,,
22359,"Mind Ecology","MIND ECOLOGY",6,,,,
22360,"Happiness Is Being Together","HAPPINESS IS BEING TOGETHER",6,,,,
22361,"Peace Of Mind","PEACE OF MIND",6,,,,
22362,"Come On Baby Dance With Me","COME ON BABY DANCE WITH ME",6,,,,
22363,"Bridge Of Sighs","BRIDGE OF SIGHS",6,,,,
22364,"The Daffodil And The Eagle","DAFFODIL AND THE EAGLE",6,,,,
22365,"Face To Face","FACE TO FACE",6,,,,
22366,"Get Down And Sruti","GET DOWN AND SRUTI",6,,,,
22367,"222","222",6,,,,
22368,"Occurrence","OCCURRENCE",6,,,,
22369,"The Pied Piper","PIED PIPER",6,,,,
22370,"Blues On The Bottom","BLUES ON THE BOTTOM",1,,,,
22371,"Monk 2000","MONK 2000",6,,,,
22372,"Amor Soña Dor","AMOR SOÑA DOR",6,,,,
22373,"Inward Fire","INWARD FIRE",6,,,,
22374,"Abracadabra","ABRACADABRA",6,,,,
22375,"Buddy Bolden's Call","BUDDY BOLDENS CALL",6,,,,
22376,"The Look","LOOK",6,,,,
22377,"We Are Together","WE ARE TOGETHER",6,,,,
22378,"Now","NOW",6,,,,
22379,"Morning Song","MORNING SONG",6,,,,
22380,"Hey, Hey, Whatta You Say?","HEY HEY WHATTA YOU SAY",6,,,,
22381,"Autumn Blue","AUTUMN BLUE",6,,,,
22382,"Booga Wooga Woman","BOOGA WOOGA WOMAN",6,,,,
22383,"Penny Relays","PENNY RELAYS",6,,,,
22384,"Danny Boy's Soul","DANNY BOYS SOUL",6,,,,
22385,"Blues For Duke","BLUES FOR DUKE",1,,,,
22386,"Roadlife","ROADLIFE",6,,,,
22387,"A Portrait Of Elvin","PORTRAIT OF ELVIN",6,,,,
22388,"In The Open Court","IN THE OPEN COURT",6,,,,
22389,"Focus","FOCUS",6,,,,
22390,"Mimosa","MIMOSA",6,,,,
22391,"For My Nephews","FOR MY NEPHEWS",6,,,,
22392,"Soweto","SOWETO",6,,,,
22393,"Bahia, Bahia, Bahia","BAHIA BAHIA BAHIA",6,,,,
22394,"Neptune","NEPTUNE",6,,,,
22395,"Back To Bologna","BACK TO BOLOGNA",6,,,,
22396,"Mr. Jose Johnson","MR JOSE JOHNSON",6,,,,
22397,"I Can't Turn You Loose","I CANT TURN YOU LOOSE",6,,,,
22398,"Rectilinear","RECTILINEAR",6,,,,
22399,"For B. C.","FOR B C",6,"For Bradley Cunningham",,,
22400,"Riddles","RIDDLES",6,,,,
22401,"Zal","ZAL",6,,,,
22402,"Balcony Rock","BALCONY ROCK",6,,,,
22403,"It Never Was You","IT NEVER WAS YOU",6,,,,
22404,"Bright Moments","BRIGHT MOMENTS",6,,,,
22405,"A Little 3 For L. C.","LITTLE 3 FOR L C",6,,,,
22406,"This One's For You","THIS ONES FOR YOU",6,,,,
22407,"Blues At This Tempo","BLUES AT THIS TEMPO",1,,,,
22408,"12!","12",6,,,,
22409,"Down In Brazil","DOWN IN BRAZIL",6,,,,
22410,"What'd You Say?","WHATD YOU SAY",6,,,,
22411,"Dealin'","DEALIN",6,,,,
22412,"Julie's Rag Doll","JULIES RAG DOLL",6,,,,
22413,"Sweet'n","SWEETN",6,,,,
22414,"Sorta","SORTA",6,,,,
22415,"Blues For Now","BLUES FOR NOW",1,,,,
22416,"The House On Maple Street","HOUSE ON MAPLE STREET",6,,,,
22417,"Bloozey","BLOOZEY",6,,,,
22418,"One For Nat","ONE FOR NAT",6,,,,
22419,"Bunny Boo","BUNNY BOO",6,,,,
22420,"The Jazz Twist","JAZZ TWIST",6,,,,
22421,"Moody Flooty","MOODY FLOOTY",6,,,,
22422,"Little Buck","LITTLE BUCK",6,,,,
22423,"Jammin' With James","JAMMIN WITH JAMES",6,,,,
22424,"I Just Got Back In Town","I JUST GOT BACK IN TOWN",6,,,,
22425,"Disappointed [lyric version of Oh, Lady Be Good solo]","DISAPPOINTED LYRIC VERSION OF OH LADY BE GOOD SOLO",6,,,,
22426,"Donald Duck","DONALD DUCK",6,,,,
22427,"Cynthia Sue","CYNTHIA SUE",6,,,,
22428,"Low Flame","LOW FLAME",6,,,,
22429,"Silly Billy","SILLY BILLY",6,,,,
22430,"Baby, Do You Ever Think Of Me","BABY DO YOU EVER THINK OF ME",6,,,,
22431,"Dauwhe","DAUWHE",6,,,,
22432,"Ode To The Flower Maiden","ODE TO THE FLOWER MAIDEN",6,,,,
22433,"Soft Dance","SOFT DANCE",6,,,,
22434,"The Mating Ritual","MATING RITUAL",6,,,,
22435,"Impressions Of Scandinavia","IMPRESSIONS OF SCANDINAVIA",6,,,,
22436,"Angel In The Night","ANGEL IN THE NIGHT",6,,,,
22437,"Scorpio","SCORPIO",6,,,,
22438,"Inga","INGA",6,,,,
22439,"Shoulders","SHOULDERS",6,,,,
22440,"Lu-an","LU-AN",6,,,,
22441,"Pain And Suffering...And A Little Pleasure","PAIN AND SUFFERINGAND A LITTLE PLEASURE",6,,,,
22442,"Vinnie's Pad","VINNIES PAD",6,,,,
22443,"Tweedledee Dee Dum","TWEEDLEDEE DEE DUM",6,,,,
22444,"Dicky's Famous Break","DICKYS FAMOUS BREAK",6,,,,
22445,"Dicky Wells' New Blues","DICKY WELLS NEW BLUES",6,,,,
22446,"Sweet Mama","SWEET MAMA",6,"Additional composer Cox",,,
22447,"Let Me Go","LET ME GO",6,,,,
22448,"Thelonious Assault","THELONIOUS ASSAULT",6,,,,
22449,"Who's Bossa Now?","WHOS BOSSA NOW",6,,,,
22450,"Reflectory","REFLECTORY",6,,,,
22451,"Judgment Of A Certain Kind","JUDGMENT OF A CERTAIN KIND",6,,,,
22452,"He's A Hero","HES A HERO",6,,,,
22453,"Blues For Muse","BLUES FOR MUSE",1,,,,
22454,"Adventurer","ADVENTURER",6,,,,
22455,"Whistle While You Work","WHISTLE WHILE YOU WORK",6,,,,
22456,"Muse Blues","MUSE BLUES",6,,,,
22457,"Mirror Lake","MIRROR LAKE",6,,,,
22458,"Saturday Afternoon At Four","SATURDAY AFTERNOON AT FOUR",6,,,,
22459,"The Best I Could Dream","BEST I COULD DREAM",6,,,,
22460,"Care Free","CARE FREE",6,,,,
22461,"A Theme For Ahmad","THEME FOR AHMAD",6,,,,
22462,"Night Train From Snekkersten","NIGHT TRAIN FROM SNEKKERSTEN",6,,,,
22463,"There's A Star For You","THERES A STAR FOR YOU",6,,,,
22464,"Hymn To Peace","HYMN TO PEACE",6,,,,
22465,"Jealous Blues","JEALOUS BLUES",6,,,,
22466,"Lady Linda","LADY LINDA",6,,,,
22468,"Music Inn Blues","MUSIC INN BLUES",6,,,,
22469,"Yah Yah Blues","YAH YAH BLUES",6,,,,
22470,"Superbop","SUPERBOP",6,,,,
22471,"Last Train Out","LAST TRAIN OUT",6,,,,
22472,"Fire","FIRE",6,,,,
22473,"Hilton","HILTON",6,,,,
22474,"Western Style","WESTERN STYLE",6,,,,
22475,"Killing Me Softly With His Song","KILLING ME SOFTLY WITH HIS SONG",6,,,,
22476,"Eastern Style","EASTERN STYLE",6,,,,
22477,"A Cute One","CUTE ONE",6,,,,
22478,"Blues For Brad And Kolax","BLUES FOR BRAD AND KOLAX",1,,,,
22479,"Sonny's Bounce","SONNYS BOUNCE",6,,,,
22480,"Dodge City","DODGE CITY",6,,,,
22481,"Sunday Suite","SUNDAY SUITE",6,,,,
22482,"Context","CONTEXT",6,,,,
22483,"Blue Wail","BLUE WAIL",6,,,,
22485,"Back Door Beauty","BACK DOOR BEAUTY",6,,,,
22486,"I Heard Mingus","I HEARD MINGUS",6,,,,
22487,"Please, Please, Please Don't Put The Pigsfoot In The Kreplach Soup","PLEASE PLEASE PLEASE DONT PUT THE PIGSFOOT IN THE KREPLACH SOUP",6,,,,
22488,"Lost Her","LOST HER",6,,,,
22489,"Lin's Garden","LINS GARDEN",6,,,,
22490,"Autumn Sea","AUTUMN SEA",6,,,,
22491,"Third Street Blues","THIRD STREET BLUES",6,,,,
22492,"Incognito","INCOGNITO",6,,,,
22493,"Sugar And Spice","SUGAR AND SPICE",6,,,,
22494,"Before You","BEFORE YOU",6,,,,
22495,"Hand In Glove","HAND IN GLOVE",6,,,,
22496,"Toot's Suite","TOOTS SUITE",6,,,,
22497,"Salute To The Bandbox [see Salute To Birdland]","SALUTE TO THE BANDBOX SEE SALUTE TO BIRDLAND",6,,,,
22498,"Ferris Wheel","FERRIS WHEEL",6,,,,
22499,"Intermezzo","INTERMEZZO",6,,,,
22500,"Headstrong","HEADSTRONG",6,,,,
22501,"Urbanity","URBANITY",6,,,,
22502,"The Turning Point","TURNING POINT",6,,,,
22503,"The Changing Scene","CHANGING SCENE",6,,,,
22504,"Black Bottom","BLACK BOTTOM",6,,,,
22505,"Gay Blade","GAY BLADE",6,,,,
22506,"Rollin' Stone","ROLLIN STONE",6,,,,
22507,"Three Of A Kind","THREE OF A KIND",6,,,,
22508,"Sioux Zan","SIOUX ZAN",6,,,,
22509,"The Walrus","WALRUS",6,,,,
22510,"Cap Snapper","CAP SNAPPER",6,,,,
22511,"Hags!","HAGS",6,,,,
22512,"Blixed","BLIXED",6,,,,
22513,"Strange Again","STRANGE AGAIN",6,,,,
22514,"Pro-Ex","PRO-EX",6,,,,
22515,"Kim's Kapers","KIMS KAPERS",6,,,,
22516,"Chorus For Morris","CHORUS FOR MORRIS",6,,,,
22517,"Sawbuck","SAWBUCK",6,,,,
22518,"Slightly Salty","SLIGHTLY SALTY",6,,,,
22519,"No Soap","NO SOAP",6,,,,
22520,"Rib Roast","RIB ROAST",6,,,,
22521,"Dig Your P's And Q's","DIG YOUR PS AND QS",6,,,,
22522,"Oedipus","OEDIPUS",6,,,,
22523,"Halley's Comet","HALLEYS COMET",6,,,,
22524,"The Wailing Boat","WAILING BOAT",6,,,,
22525,"Chasing The Blues","CHASING THE BLUES",6,,,,
22526,"Two Funky People","TWO FUNKY PEOPLE",6,,,,
22527,"Brandy And Beer","BRANDY AND BEER",6,,,,
22528,"Breakfast With Joe","BREAKFAST WITH JOE",6,,,,
22529,"This Reminds Me Of You","THIS REMINDS ME OF YOU",6,,,,
22530,"Cohn My Way","COHN MY WAY",6,,,,
22531,"Something For Liza","SOMETHING FOR LIZA",6,,,,
22532,"La Ronde","LA RONDE",6,,,,
22533,"La Ronde","LA RONDE",6,,,,
22534,"Inside Out","INSIDE OUT",6,,,,
22535,"While You Are Gone","WHILE YOU ARE GONE",6,,,,
22536,"We've Been Here All The Time","WEVE BEEN HERE ALL THE TIME",6,,,,
22537,"Song From The Old Country","SONG FROM THE OLD COUNTRY",6,,,,
22538,"I Could Really Go For You","I COULD REALLY GO FOR YOU",6,,,,
22539,"Mr. Smoothie","MR SMOOTHIE",6,,,,
22540,"Serenade For Sariah","SERENADE FOR SARIAH",6,,,,
22541,"In The Kitchen","IN THE KITCHEN",6,,,,
22542,"Roni's Decision","RONIS DECISION",6,,,,
22543,"Dear Ruth","DEAR RUTH",6,,,,
22544,"Simple Pleasure","SIMPLE PLEASURE",6,,,,
22545,"Sixth Avenue","SIXTH AVENUE",6,,,,
22546,"City Gates","CITY GATES",6,,,,
22547,"Forever Lovers","FOREVER LOVERS",6,,,,
22548,"Message Urgent","MESSAGE URGENT",6,,,,
22549,"Well, I Guess We'll Never Know","WELL I GUESS WELL NEVER KNOW",6,,,,
22550,"I. J.","I J",6,,,,
22551,"Flame Games","FLAME GAMES",6,,,,
22552,"Sing Me A Song Everlasting","SING ME A SONG EVERLASTING",6,,,,
22553,"The Necessary Blues [aka Thank You Very Much, Mr. Monk]","NECESSARY BLUES AKA THANK YOU VERY MUCH MR MONK",6,,,,
22554,"Mingus Metamorphosis","MINGUS METAMORPHOSIS",6,,,,
22555,"Samba For Now","SAMBA FOR NOW",6,,,,
22556,"Saturday Night In The Cosmos","SATURDAY NIGHT IN THE COSMOS",6,,,,
22557,"The Great Escape [aka Run, John Henry, Run]","GREAT ESCAPE AKA RUN JOHN HENRY RUN",6,,,,
22558,"Intentions","INTENTIONS",6,,,,
22559,"Triple Overtime","TRIPLE OVERTIME",6,,,,
22560,"Spin","SPIN",6,,,,
22561,"Blues For Savanah","BLUES FOR SAVANAH",1,,,,
22562,"Flowers For Albert","FLOWERS FOR ALBERT",6,,,,
22563,"Eighty Degrees","EIGHTY DEGREES",6,,,,
22564,"Dancers On Drums","DANCERS ON DRUMS",6,,,,
22565,"Bristling","BRISTLING",6,,,,
22566,"Chant Of The Witch Doctors","CHANT OF THE WITCH DOCTORS",6,,,,
22567,"Skinning The Valves","SKINNING THE VALVES",6,,,,
22568,"Cymbalisms","CYMBALISMS",6,,,,
22569,"The Octopus","OCTOPUS",6,,,,
22570,"Decisions","DECISIONS",6,,,,
22571,"John's Blues","JOHNS BLUES",6,,,,
22572,"Josephine","JOSEPHINE",6,,,,
22573,"One For Kel","ONE FOR KEL",6,,,,
22574,"Precious Mountain","PRECIOUS MOUNTAIN",6,,,,
22575,"Magical Lady","MAGICAL LADY",6,,,,
22576,"Short Comings","SHORT COMINGS",6,,,,
22577,"Groove Passage","GROOVE PASSAGE",6,,,,
22578,"Underground Memoirs","UNDERGROUND MEMOIRS",6,,,,
22579,"Theme For Jobim","THEME FOR JOBIM",6,,,,
22580,"The Vision","VISION",6,,,,
22581,"Martha's Prize","MARTHAS PRIZE",6,,,,
22582,"Happiness","HAPPINESS",6,,,,
22583,"Minor Controversy","MINOR CONTROVERSY",6,,,,
22584,"Dee Arr","DEE ARR",6,,,,
22585,"God Has Smiled On Me","GOD HAS SMILED ON ME",6,,,,
22586,"Sophisticated Alice","SOPHISTICATED ALICE",6,,,,
22587,"Seriously Speaking","SERIOUSLY SPEAKING",6,,,,
22588,"Natural H","NATURAL H",6,,,,
22589,"Despair To Hope","DESPAIR TO HOPE",6,,,,
22590,"Uh Huh","UH HUH",6,,,,
22591,"Four And Three","FOUR AND THREE",6,,,,
22592,"Solo","SOLO",6,,,,
22593,"Imitation","IMITATION",6,,,,
22594,"Cock And Bull","COCK AND BULL",6,,,,
22595,"Tragedy","TRAGEDY",6,,,,
22596,"Prelude And Fugue","PRELUDE AND FUGUE",6,,,,
22597,"Two Pairs Of Aces","TWO PAIRS OF ACES",6,,,,
22598,"A Bit Of The Blues","BIT OF THE BLUES",6,,,,
22599,"Phil 'Er Up","PHIL ER UP",6,,,,
22600,"Last Lap","LAST LAP",6,,,,
22601,"Ah Funky New Baby","AH FUNKY NEW BABY",6,,,,
22602,"Conte's Condolences","CONTES CONDOLENCES",6,,,,
22603,"Minorin' The Blues","MINORIN THE BLUES",6,,,,
22604,"Hip Boots!","HIP BOOTS",6,,,,
22605,"For Kicks Only","FOR KICKS ONLY",6,,,,
22606,"Birdland Fantasy","BIRDLAND FANTASY",6,,,,
22607,"Playboy","PLAYBOY",6,,,,
22608,"Roulette","ROULETTE",6,,,,
22609,"Turning Point","TURNING POINT",6,,,,
22610,"Dear Kathy","DEAR KATHY",6,,,,
22611,"Morgan's Motion","MORGANS MOTION",6,,,,
22612,"Tidal Breeze","TIDAL BREEZE",6,,,,
22613,"Extractions Of Frank Tiberi","EXTRACTIONS OF FRANK TIBERI",6,,,,
22614,"Coincidence","COINCIDENCE",6,,,,
22615,"You Make Me Smile","YOU MAKE ME SMILE",6,,,,
22616,"Prelude No. 1","PRELUDE NO 1",6,,,,
22617,"Passos","PASSOS",6,,,,
22618,"Mirage","MIRAGE",6,,,,
22619,"Cherokee Sketches","CHEROKEE SKETCHES",6,,,,
22620,"Smilin' Billy","SMILIN BILLY",6,,,,
22621,"Blues For Prez And Bird","BLUES FOR PREZ AND BIRD",1,,,,
22622,"Nereda","NEREDA",6,,,,
22623,"Articulation","ARTICULATION",6,,,,
22624,"1978","1978",6,,,,
22625,"Hard New York Swing","HARD NEW YORK SWING",6,,,,
22626,"Interlude 1","INTERLUDE 1",6,,,,
22627,"Childville","CHILDVILLE",6,,,,
22628,"Blues For Wes","BLUES FOR WES",1,,,,
22629,"Descent","DESCENT",6,,,,
22630,"Love Will Take You There","LOVE WILL TAKE YOU THERE",6,,,,
22631,"Affinity","AFFINITY",6,,,,
22632,"Essence","ESSENCE",6,,,,
22633,"Headed And Gutted","HEADED AND GUTTED",6,,,,
22634,"Miss Ann","MISS ANN",6,,,,
22635,"Gator Whale","GATOR WHALE",6,,,,
22636,"Love Dance","LOVE DANCE",6,,,,
22637,"Soulfully I Love You (Black Spiritual Of Love)","SOULFULLY I LOVE YOU BLACK SPIRITUAL OF LOVE",6,,,,
22638,"Sunbath","SUNBATH",6,,,,
22639,"Lady","LADY",6,,,,
22640,"Bodies' Warmth","BODIES WARMTH",6,,,,
22641,"Headin' Out","HEADIN OUT",6,,,,
22642,"Mystique","MYSTIQUE",6,,,,
22643,"Joni","JONI",6,,,,
22644,"Ebony Godfather","EBONY GODFATHER",6,,,,
